review_id,customer_id,product_id,rating,review_text,sentiment_label,review_date
R04693,C04228,P0011,5,Worth every penny,Positive,2025-02-12
R04694,C04953,P0028,5,Worth every penny,Positive,2025-06-07
R04695,C03568,P0041,5,Amazing product,Positive,2026-01-12
R04696,C04967,P0012,4,Satisfied with purchase,Positive,2025-05-14
R04697,C04396,P0002,5,Excellent quality,Positive,2024-12-01
R04698,C03763,P0040,3,Average product,Neutral,2025-07-23
R04699,C03684,P0004,2,Expected better quality,Negative,2025-01-03
R04700,C02914,P0038,5,Highly recommended,Positive,2025-05-26
R04701,C03869,P0012,4,Nice product,Positive,2025-03-17
R04702,C02375,P0034,5,Highly recommended,Positive,2024-09-13
R04703,C00881,P0012,5,Excellent quality,Positive,2026-01-16
R04704,C00711,P0012,3,Could be better,Neutral,2025-09-25
R04705,C01036,P0028,1,Not worth the money,Negative,2025-07-25
R04706,C04239,P0030,5,Highly recommended,Positive,2026-02-09
R04707,C01207,P0041,5,Excellent quality,Positive,2025-08-25
R04708,C00959,P0021,4,Works as expected,Positive,2024-07-10
R04709,C01168,P0003,1,Poor quality,Negative,2026-01-16
R04710,C01994,P0024,4,Satisfied with purchase,Positive,2025-05-20
R04711,C04462,P0001,4,Satisfied with purchase,Positive,2025-03-09
R04712,C03662,P0003,3,Nothing special,Neutral,2026-04-14
R04713,C00305,P0007,5,Amazing product,Positive,2026-01-28
R04714,C01413,P0005,3,Okay for the price,Neutral,2025-06-24
R04715,C02575,P0043,3,Average product,Neutral,2024-09-18
R04716,C00925,P0043,3,Nothing special,Neutral,2026-04-21
R04717,C02014,P0015,5,Amazing product,Positive,2025-08-15
R04718,C03665,P0029,5,Very satisfied,Positive,2024-09-18
R04719,C01650,P0038,1,Very disappointed,Negative,2024-11-29
R04720,C00191,P0034,5,Worth every penny,Positive,2025-10-06
R04721,C03387,P0012,4,Works as expected,Positive,2026-06-01
R04722,C03447,P0031,2,Not fully satisfied,Negative,2025-05-19
R04723,C03033,P0036,5,Amazing product,Positive,2024-06-19
R04724,C01694,P0021,5,Highly recommended,Positive,2025-04-06
R04725,C02086,P0033,5,Amazing product,Positive,2026-03-22
R04726,C04643,P0014,3,Average product,Neutral,2024-12-23
R04727,C01394,P0011,4,Good quality,Positive,2025-07-29
R04728,C02520,P0027,3,Okay for the price,Neutral,2024-07-11
R04729,C04279,P0002,5,Highly recommended,Positive,2025-08-22
R04730,C02344,P0018,4,Satisfied with purchase,Positive,2025-05-02
R04731,C02396,P0026,4,Satisfied with purchase,Positive,2026-04-20
R04732,C04306,P0028,4,Nice product,Positive,2024-07-11
R04733,C00159,P0022,3,Nothing special,Neutral,2025-03-08
R04734,C01194,P0007,2,Expected better quality,Negative,2024-08-20
R04735,C04544,P0030,3,Average product,Neutral,2026-03-05
R04736,C03622,P0040,2,Expected better quality,Negative,2024-11-15
R04737,C00230,P0033,4,Nice product,Positive,2025-09-26
R04738,C02666,P0028,3,Nothing special,Neutral,2024-06-27
R04739,C04936,P0022,5,Excellent quality,Positive,2024-09-03
R04740,C01544,P0020,5,Excellent quality,Positive,2024-09-08
R04741,C00510,P0008,4,Good quality,Positive,2026-06-06
R04742,C01217,P0019,4,Satisfied with purchase,Positive,2024-11-06
R04743,C01190,P0012,4,Good quality,Positive,2024-10-11
R04744,C02715,P0024,5,Very satisfied,Positive,2025-03-04
R04745,C02031,P0022,2,Delivery was late,Negative,2025-01-06
R04746,C00902,P0038,4,Nice product,Positive,2026-05-09
R04747,C04103,P0026,5,Amazing product,Positive,2025-03-20
R04748,C03650,P0040,4,Works as expected,Positive,2026-03-21
R04749,C01496,P0032,5,Worth every penny,Positive,2024-07-04
R04750,C01910,P0029,4,Good quality,Positive,2025-11-29
R04751,C04193,P0032,1,Very disappointed,Negative,2025-06-25
R04752,C00674,P0030,1,Poor quality,Negative,2026-04-24
R04753,C00150,P0026,3,Okay for the price,Neutral,2025-04-14
R04754,C04305,P0042,3,Average product,Neutral,2025-10-02
R04755,C01491,P0018,5,Amazing product,Positive,2025-05-26
R04756,C02488,P0005,5,Worth every penny,Positive,2024-06-19
R04757,C00089,P0017,4,Works as expected,Positive,2026-03-02
R04758,C00182,P0004,4,Nice product,Positive,2024-07-27
R04759,C02636,P0022,2,Delivery was late,Negative,2025-11-25
R04760,C03227,P0023,1,Not worth the money,Negative,2025-03-14
R04761,C03531,P0039,3,Okay for the price,Neutral,2024-10-20
R04762,C03439,P0029,4,Nice product,Positive,2026-06-01
R04763,C04491,P0002,2,Not fully satisfied,Negative,2025-05-07
R04764,C00215,P0028,5,Worth every penny,Positive,2026-02-14
R04765,C04557,P0019,2,Expected better quality,Negative,2026-04-22
R04766,C01090,P0027,4,Nice product,Positive,2026-03-26
R04767,C04533,P0038,4,Nice product,Positive,2024-12-02
R04768,C01850,P0028,5,Worth every penny,Positive,2025-06-26
R04769,C00774,P0001,1,Not worth the money,Negative,2025-11-29
R04770,C02938,P0036,3,Okay for the price,Neutral,2025-08-14
R04771,C03251,P0042,3,Nothing special,Neutral,2026-06-02
R04772,C02916,P0027,3,Nothing special,Neutral,2025-08-15
R04773,C03425,P0003,1,Terrible experience,Negative,2025-05-10
R04774,C00545,P0015,3,Okay for the price,Neutral,2025-05-27
R04775,C03568,P0029,4,Nice product,Positive,2025-10-18
R04776,C03196,P0021,5,Very satisfied,Positive,2026-02-10
R04777,C03459,P0025,3,Nothing special,Neutral,2025-03-28
R04778,C04123,P0005,2,Delivery was late,Negative,2025-09-19
R04779,C00884,P0011,2,Expected better quality,Negative,2024-10-04
R04780,C02895,P0017,3,Could be better,Neutral,2025-03-07
R04781,C03030,P0022,3,Okay for the price,Neutral,2025-06-17
R04782,C03849,P0002,1,Very disappointed,Negative,2025-09-22
R04783,C03766,P0007,4,Good quality,Positive,2024-07-29
R04784,C02763,P0036,4,Works as expected,Positive,2024-07-26
R04785,C00785,P0006,3,Average product,Neutral,2024-10-13
R04786,C01856,P0028,5,Highly recommended,Positive,2025-07-05
R04787,C00085,P0010,5,Amazing product,Positive,2024-12-14
R04788,C00417,P0016,4,Nice product,Positive,2025-02-26
R04789,C04102,P0039,5,Highly recommended,Positive,2026-02-16
R04790,C02740,P0002,5,Excellent quality,Positive,2025-05-02
R04791,C00627,P0026,5,Highly recommended,Positive,2026-05-11
R04792,C00538,P0021,4,Works as expected,Positive,2024-09-03
R04793,C02874,P0041,2,Expected better quality,Negative,2025-02-24
R04794,C01910,P0030,5,Very satisfied,Positive,2024-07-30
R04795,C04847,P0009,3,Nothing special,Neutral,2026-02-04
R04796,C01046,P0008,1,Not worth the money,Negative,2026-05-02
R04797,C02790,P0026,4,Nice product,Positive,2026-02-25
R04798,C00542,P0009,5,Highly recommended,Positive,2024-06-10
R04799,C01906,P0025,5,Amazing product,Positive,2026-04-21
R04800,C04277,P0016,1,Poor quality,Negative,2024-07-19
R04801,C03663,P0041,4,Works as expected,Positive,2024-11-07
R04802,C04741,P0001,4,Satisfied with purchase,Positive,2025-02-06
R04803,C01914,P0007,3,Could be better,Neutral,2025-01-07
R04804,C00216,P0043,5,Very satisfied,Positive,2026-02-14
R04805,C04647,P0015,5,Excellent quality,Positive,2025-10-06
R04806,C00642,P0015,2,Delivery was late,Negative,2026-05-05
R04807,C00536,P0009,3,Average product,Neutral,2025-03-27
R04808,C02517,P0037,3,Average product,Neutral,2026-04-27
R04809,C01932,P0009,4,Works as expected,Positive,2025-03-01
R04810,C00237,P0032,3,Average product,Neutral,2026-01-02
R04811,C02793,P0007,5,Excellent quality,Positive,2025-03-17
R04812,C00960,P0018,5,Excellent quality,Positive,2025-04-17
R04813,C03692,P0040,4,Works as expected,Positive,2025-02-01
R04814,C02342,P0026,5,Excellent quality,Positive,2024-12-24
R04815,C00934,P0009,3,Nothing special,Neutral,2024-07-29
R04816,C00139,P0023,4,Satisfied with purchase,Positive,2025-03-31
R04817,C04718,P0036,2,Not fully satisfied,Negative,2026-05-31
R04818,C02074,P0021,4,Works as expected,Positive,2025-08-17
R04819,C04585,P0012,5,Worth every penny,Positive,2025-05-21
R04820,C03515,P0006,5,Highly recommended,Positive,2025-11-08
R04821,C00581,P0007,3,Nothing special,Neutral,2025-03-17
R04822,C04094,P0035,3,Okay for the price,Neutral,2025-01-24
R04823,C02943,P0001,1,Not worth the money,Negative,2025-09-25
R04824,C00555,P0012,5,Amazing product,Positive,2025-10-15
R04825,C02417,P0007,4,Nice product,Positive,2025-11-17
R04826,C01068,P0007,5,Highly recommended,Positive,2026-01-21
R04827,C00670,P0001,5,Very satisfied,Positive,2025-08-18
R04828,C04057,P0041,5,Very satisfied,Positive,2024-09-01
R04829,C03210,P0006,3,Okay for the price,Neutral,2025-05-23
R04830,C04097,P0043,4,Good quality,Positive,2024-09-21
R04831,C01769,P0025,1,Poor quality,Negative,2026-01-07
R04832,C04940,P0015,3,Okay for the price,Neutral,2026-05-18
R04833,C03899,P0014,1,Very disappointed,Negative,2024-07-21
R04834,C03765,P0038,2,Expected better quality,Negative,2026-02-08
R04835,C03246,P0013,3,Nothing special,Neutral,2024-11-16
R04836,C02964,P0007,2,Expected better quality,Negative,2025-05-17
R04837,C03024,P0004,3,Could be better,Neutral,2025-09-01
R04838,C01372,P0024,2,Delivery was late,Negative,2025-01-02
R04839,C01590,P0012,5,Amazing product,Positive,2026-02-02
R04840,C02213,P0013,5,Amazing product,Positive,2025-03-26
R04841,C02564,P0040,2,Expected better quality,Negative,2026-05-10
R04842,C04922,P0023,4,Satisfied with purchase,Positive,2025-08-10
R04843,C02809,P0018,1,Very disappointed,Negative,2024-10-02
R04844,C00666,P0007,4,Nice product,Positive,2024-08-05
R04845,C00268,P0022,4,Nice product,Positive,2025-01-03
R04846,C03351,P0021,5,Very satisfied,Positive,2025-07-29
R04847,C00080,P0016,4,Works as expected,Positive,2025-08-02
R04848,C03116,P0029,1,Not worth the money,Negative,2025-10-10
R04849,C01647,P0015,3,Average product,Neutral,2024-09-03
R04850,C04018,P0026,2,Delivery was late,Negative,2024-11-08
R04851,C00490,P0015,5,Worth every penny,Positive,2026-06-02
R04852,C02375,P0034,4,Good quality,Positive,2024-09-13
R04853,C03358,P0002,4,Nice product,Positive,2025-06-23
R04854,C02795,P0035,3,Okay for the price,Neutral,2024-12-04
R04855,C04688,P0034,3,Average product,Neutral,2024-11-26
R04856,C03170,P0013,4,Satisfied with purchase,Positive,2026-05-30
R04857,C00322,P0043,3,Okay for the price,Neutral,2025-09-12
R04858,C04392,P0026,1,Terrible experience,Negative,2025-03-08
R04859,C04954,P0030,4,Works as expected,Positive,2026-01-08
R04860,C02634,P0024,1,Not worth the money,Negative,2024-07-27
R04861,C00114,P0022,4,Satisfied with purchase,Positive,2026-05-12
R04862,C00020,P0030,4,Nice product,Positive,2025-01-16
R04863,C00056,P0042,5,Excellent quality,Positive,2025-07-13
R04864,C03353,P0035,4,Nice product,Positive,2026-03-14
R04865,C02572,P0043,5,Amazing product,Positive,2025-05-02
R04866,C02372,P0040,5,Very satisfied,Positive,2025-04-18
R04867,C03593,P0003,4,Satisfied with purchase,Positive,2024-10-10
R04868,C02734,P0016,1,Poor quality,Negative,2025-09-10
R04869,C00633,P0021,4,Works as expected,Positive,2024-09-21
R04870,C00619,P0035,2,Expected better quality,Negative,2025-03-02
R04871,C03122,P0006,3,Nothing special,Neutral,2026-05-22
R04872,C02310,P0020,5,Worth every penny,Positive,2024-07-05
R04873,C02864,P0016,4,Works as expected,Positive,2025-07-18
R04874,C01577,P0031,5,Amazing product,Positive,2025-02-23
R04875,C00345,P0028,4,Good quality,Positive,2025-05-18
R04876,C03375,P0008,5,Highly recommended,Positive,2025-05-15
R04877,C00387,P0039,5,Worth every penny,Positive,2025-08-15
R04878,C04639,P0035,3,Average product,Neutral,2024-09-04
R04879,C01973,P0042,3,Could be better,Neutral,2024-12-27
R04880,C03085,P0020,1,Terrible experience,Negative,2025-12-12
R04881,C04141,P0034,3,Could be better,Neutral,2025-07-28
R04882,C00074,P0014,5,Worth every penny,Positive,2025-05-16
R04883,C03353,P0001,5,Excellent quality,Positive,2024-06-15
R04884,C03762,P0004,3,Average product,Neutral,2025-06-14
R04885,C02281,P0009,3,Nothing special,Neutral,2025-11-16
R04886,C01581,P0005,1,Terrible experience,Negative,2025-06-06
R04887,C04439,P0006,1,Terrible experience,Negative,2024-07-06
R04888,C02793,P0020,5,Worth every penny,Positive,2025-10-19
R04889,C01158,P0025,5,Excellent quality,Positive,2024-11-06
R04890,C04674,P0018,5,Very satisfied,Positive,2024-08-19
R04891,C02086,P0033,4,Nice product,Positive,2026-03-22
R04892,C03798,P0043,3,Could be better,Neutral,2024-09-03
R04893,C01798,P0021,1,Terrible experience,Negative,2024-09-12
R04894,C01630,P0032,5,Worth every penny,Positive,2026-04-26
R04895,C00008,P0043,5,Worth every penny,Positive,2025-02-05
R04896,C03154,P0040,5,Excellent quality,Positive,2025-04-01
R04897,C01298,P0011,2,Expected better quality,Negative,2026-03-10
R04898,C03708,P0017,3,Nothing special,Neutral,2025-12-09
R04899,C03967,P0030,4,Nice product,Positive,2025-12-29
R04900,C04756,P0038,5,Very satisfied,Positive,2024-07-12
R04901,C04113,P0021,3,Average product,Neutral,2026-05-23
R04902,C01650,P0003,2,Delivery was late,Negative,2025-01-20
R04903,C02951,P0025,5,Very satisfied,Positive,2026-01-04
R04904,C02499,P0034,5,Very satisfied,Positive,2025-01-20
R04905,C00110,P0038,5,Amazing product,Positive,2026-03-22
R04906,C04204,P0021,5,Amazing product,Positive,2024-09-03
R04907,C04854,P0039,5,Very satisfied,Positive,2025-06-11
R04908,C04032,P0020,2,Not fully satisfied,Negative,2026-03-04
R04909,C02756,P0026,3,Could be better,Neutral,2024-09-16
R04910,C03312,P0010,5,Amazing product,Positive,2026-04-07
R04911,C01624,P0017,4,Works as expected,Positive,2024-12-26
R04912,C01804,P0015,3,Nothing special,Neutral,2025-05-25
R04913,C01062,P0003,5,Amazing product,Positive,2025-07-02
R04914,C00321,P0015,5,Very satisfied,Positive,2024-06-17
R04915,C04107,P0028,3,Could be better,Neutral,2026-05-05
R04916,C04777,P0008,4,Good quality,Positive,2026-05-19
R04917,C01640,P0019,5,Excellent quality,Positive,2025-07-31
R04918,C01812,P0037,4,Good quality,Positive,2024-10-02
R04919,C04945,P0027,3,Average product,Neutral,2025-05-31
R04920,C01326,P0006,5,Highly recommended,Positive,2025-03-31
R04921,C00657,P0007,1,Very disappointed,Negative,2025-05-26
R04922,C02947,P0039,4,Good quality,Positive,2026-05-14
R04923,C03210,P0010,5,Amazing product,Positive,2026-05-13
R04924,C03397,P0039,5,Amazing product,Positive,2026-03-29
R04925,C03268,P0042,4,Satisfied with purchase,Positive,2024-09-18
R04926,C01846,P0040,2,Not fully satisfied,Negative,2026-05-23
R04927,C00452,P0033,4,Nice product,Positive,2026-02-28
R04928,C02522,P0010,1,Poor quality,Negative,2025-07-07
R04929,C02912,P0016,5,Excellent quality,Positive,2025-04-08
R04930,C02560,P0034,3,Could be better,Neutral,2025-11-19
R04931,C04660,P0002,1,Poor quality,Negative,2025-12-18
R04932,C03280,P0008,5,Very satisfied,Positive,2024-08-24
R04933,C03860,P0012,2,Not fully satisfied,Negative,2024-07-13
R04934,C00171,P0021,3,Average product,Neutral,2024-12-18
R04935,C03822,P0004,3,Okay for the price,Neutral,2026-04-11
R04936,C04042,P0018,4,Works as expected,Positive,2025-09-03
R04937,C04271,P0002,5,Worth every penny,Positive,2024-08-21
R04938,C04008,P0010,5,Amazing product,Positive,2025-03-13
R04939,C01428,P0024,4,Works as expected,Positive,2025-06-30
R04940,C02934,P0007,3,Average product,Neutral,2025-11-01
R04941,C04548,P0026,4,Good quality,Positive,2024-09-23
R04942,C01808,P0004,5,Excellent quality,Positive,2025-04-26
R04943,C02126,P0015,4,Nice product,Positive,2025-09-09
R04944,C04845,P0019,5,Very satisfied,Positive,2026-04-04
R04945,C04329,P0007,3,Average product,Neutral,2026-03-19
R04946,C04110,P0016,5,Highly recommended,Positive,2025-08-07
R04947,C02718,P0001,4,Nice product,Positive,2024-09-22
R04948,C01631,P0023,3,Okay for the price,Neutral,2025-10-18
R04949,C04606,P0013,5,Highly recommended,Positive,2026-05-09
R04950,C02712,P0042,4,Satisfied with purchase,Positive,2024-11-25
R04951,C01830,P0027,5,Highly recommended,Positive,2024-09-21
R04952,C04666,P0007,2,Not fully satisfied,Negative,2025-02-17
R04953,C02281,P0009,5,Very satisfied,Positive,2025-11-16
R04954,C00235,P0009,4,Works as expected,Positive,2025-10-09
R04955,C02577,P0036,5,Highly recommended,Positive,2025-05-17
R04956,C00775,P0017,4,Nice product,Positive,2025-08-18
R04957,C00875,P0035,3,Average product,Neutral,2024-08-15
R04958,C02128,P0001,5,Very satisfied,Positive,2025-07-14
R04959,C01004,P0023,1,Very disappointed,Negative,2024-08-13
R04960,C00452,P0007,4,Good quality,Positive,2025-04-11
R04961,C01243,P0020,5,Worth every penny,Positive,2025-04-19
R04962,C01912,P0008,5,Excellent quality,Positive,2025-05-08
R04963,C00495,P0004,4,Satisfied with purchase,Positive,2026-06-01
R04964,C00839,P0031,3,Average product,Neutral,2026-05-25
R04965,C04640,P0008,5,Amazing product,Positive,2025-12-28
R04966,C02593,P0012,5,Worth every penny,Positive,2026-05-23
R04967,C00754,P0010,5,Amazing product,Positive,2024-10-08
R04968,C03316,P0033,4,Nice product,Positive,2025-11-15
R04969,C04247,P0027,4,Works as expected,Positive,2025-06-06
R04970,C01411,P0029,4,Satisfied with purchase,Positive,2024-10-01
R04971,C04452,P0021,3,Nothing special,Neutral,2024-08-23
R04972,C02348,P0021,3,Okay for the price,Neutral,2025-06-30
R04973,C01634,P0041,4,Satisfied with purchase,Positive,2024-09-15
R04974,C01182,P0036,5,Amazing product,Positive,2026-01-22
R04975,C04484,P0011,3,Average product,Neutral,2024-10-21
R04976,C01401,P0003,5,Very satisfied,Positive,2025-09-27
R04977,C04666,P0007,3,Could be better,Neutral,2025-02-17
R04978,C02670,P0014,4,Good quality,Positive,2025-07-27
R04979,C03603,P0028,4,Good quality,Positive,2025-06-13
R04980,C04156,P0010,4,Nice product,Positive,2024-11-03
R04981,C02038,P0011,1,Poor quality,Negative,2026-04-28
R04982,C01688,P0014,4,Nice product,Positive,2024-09-06
R04983,C01249,P0043,2,Expected better quality,Negative,2024-08-26
R04984,C01185,P0033,4,Good quality,Positive,2025-05-09
R04985,C04666,P0007,5,Amazing product,Positive,2025-02-17
R04986,C00289,P0017,5,Excellent quality,Positive,2025-09-12
R04987,C02591,P0023,2,Delivery was late,Negative,2025-05-04
R04988,C02293,P0015,4,Good quality,Positive,2026-04-20
R04989,C04616,P0031,4,Satisfied with purchase,Positive,2025-06-12
R04990,C00989,P0037,3,Nothing special,Neutral,2025-01-10
R04991,C00843,P0042,5,Worth every penny,Positive,2024-09-04
R04992,C03196,P0025,3,Could be better,Neutral,2025-02-13
R04993,C03726,P0031,4,Good quality,Positive,2024-12-23
R04994,C01924,P0009,4,Good quality,Positive,2026-01-09
R04995,C00143,P0006,2,Expected better quality,Negative,2025-07-11
R04996,C03367,P0020,4,Satisfied with purchase,Positive,2025-03-05
R04997,C00017,P0023,1,Poor quality,Negative,2025-05-27
R04998,C00730,P0005,1,Very disappointed,Negative,2025-11-08
R04999,C04536,P0040,4,Works as expected,Positive,2025-03-31
R05000,C04463,P0022,5,Excellent quality,Positive,2024-08-17
R05001,C01054,P0035,3,Could be better,Neutral,2024-10-11
R05002,C03885,P0010,5,Amazing product,Positive,2025-07-02
R05003,C02148,P0008,4,Good quality,Positive,2025-12-13
R05004,C01621,P0011,3,Okay for the price,Neutral,2026-01-04
R05005,C03401,P0020,5,Very satisfied,Positive,2024-09-08
R05006,C01195,P0039,4,Nice product,Positive,2024-06-19
R05007,C00931,P0003,4,Nice product,Positive,2024-09-14
R05008,C04242,P0041,3,Could be better,Neutral,2025-02-07
R05009,C03787,P0024,5,Amazing product,Positive,2025-05-15
R05010,C01632,P0035,4,Satisfied with purchase,Positive,2025-07-11
R05011,C01821,P0003,5,Very satisfied,Positive,2025-10-06
R05012,C02320,P0014,3,Could be better,Neutral,2024-11-06
R05013,C00230,P0033,3,Could be better,Neutral,2025-09-26
R05014,C01602,P0040,4,Nice product,Positive,2025-06-01
R05015,C00525,P0007,1,Poor quality,Negative,2026-03-10
R05016,C04583,P0019,3,Could be better,Neutral,2024-09-12
R05017,C01581,P0042,1,Poor quality,Negative,2024-06-22
R05018,C01482,P0001,5,Worth every penny,Positive,2025-11-04
R05019,C04881,P0008,4,Nice product,Positive,2025-08-06
R05020,C01559,P0010,3,Nothing special,Neutral,2025-09-07
R05021,C00495,P0020,4,Good quality,Positive,2025-12-03
R05022,C01033,P0027,4,Nice product,Positive,2024-07-19
R05023,C02026,P0029,1,Poor quality,Negative,2025-03-20
R05024,C01722,P0004,2,Delivery was late,Negative,2025-01-30
R05025,C03585,P0010,5,Very satisfied,Positive,2025-01-06
R05026,C01444,P0020,5,Very satisfied,Positive,2025-01-12
R05027,C01811,P0029,4,Satisfied with purchase,Positive,2024-10-26
R05028,C03146,P0031,5,Worth every penny,Positive,2026-06-08
R05029,C01999,P0020,1,Poor quality,Negative,2024-10-28
R05030,C02067,P0027,3,Average product,Neutral,2025-09-23
R05031,C04593,P0010,4,Good quality,Positive,2025-10-07
R05032,C00604,P0027,4,Good quality,Positive,2024-06-24
R05033,C02012,P0020,3,Average product,Neutral,2026-05-07
R05034,C04144,P0002,3,Could be better,Neutral,2024-09-19
R05035,C01976,P0039,4,Satisfied with purchase,Positive,2025-05-09
R05036,C03835,P0039,1,Very disappointed,Negative,2026-02-04
R05037,C00171,P0034,4,Good quality,Positive,2025-08-10
R05038,C00540,P0037,5,Worth every penny,Positive,2025-11-28
R05039,C02844,P0003,3,Average product,Neutral,2025-01-07
R05040,C04156,P0022,5,Highly recommended,Positive,2026-02-26
R05041,C03662,P0031,4,Nice product,Positive,2024-06-25
R05042,C00985,P0033,4,Satisfied with purchase,Positive,2024-07-02
R05043,C01511,P0008,4,Works as expected,Positive,2025-12-24
R05044,C02525,P0036,4,Works as expected,Positive,2026-05-18
R05045,C00113,P0036,3,Could be better,Neutral,2024-10-10
R05046,C04781,P0002,1,Terrible experience,Negative,2024-09-27
R05047,C00039,P0015,5,Worth every penny,Positive,2025-06-16
R05048,C00862,P0033,5,Highly recommended,Positive,2024-12-20
R05049,C04064,P0001,1,Not worth the money,Negative,2025-05-05
R05050,C04283,P0018,2,Expected better quality,Negative,2025-03-23
R05051,C00651,P0010,5,Very satisfied,Positive,2024-08-08
R05052,C02542,P0009,1,Poor quality,Negative,2024-09-30
R05053,C03359,P0019,3,Okay for the price,Neutral,2025-08-31
R05054,C04064,P0041,4,Satisfied with purchase,Positive,2025-10-04
R05055,C00708,P0038,4,Satisfied with purchase,Positive,2024-11-07
R05056,C04278,P0021,3,Nothing special,Neutral,2024-11-23
R05057,C01290,P0010,3,Nothing special,Neutral,2024-11-30
R05058,C04120,P0021,3,Okay for the price,Neutral,2026-01-30
R05059,C03456,P0036,5,Highly recommended,Positive,2024-08-24
R05060,C02505,P0015,5,Worth every penny,Positive,2025-09-25
R05061,C02638,P0033,5,Worth every penny,Positive,2026-05-02
R05062,C01500,P0040,3,Okay for the price,Neutral,2026-02-22
R05063,C03732,P0023,4,Satisfied with purchase,Positive,2025-09-15
R05064,C00953,P0034,3,Okay for the price,Neutral,2025-08-02
R05065,C03111,P0022,3,Average product,Neutral,2025-10-01
R05066,C01514,P0001,5,Very satisfied,Positive,2025-08-12
R05067,C01269,P0037,2,Not fully satisfied,Negative,2026-03-21
R05068,C03983,P0038,5,Amazing product,Positive,2026-04-04
R05069,C02820,P0007,3,Okay for the price,Neutral,2026-04-06
R05070,C00836,P0022,1,Not worth the money,Negative,2025-10-04
R05071,C04841,P0003,5,Amazing product,Positive,2024-08-20
R05072,C01846,P0032,5,Very satisfied,Positive,2026-03-18
R05073,C03703,P0030,5,Excellent quality,Positive,2025-11-17
R05074,C04993,P0010,4,Satisfied with purchase,Positive,2026-01-29
R05075,C03512,P0005,4,Good quality,Positive,2025-03-10
R05076,C02538,P0043,5,Worth every penny,Positive,2026-04-23
R05077,C01794,P0038,4,Nice product,Positive,2025-02-16
R05078,C03309,P0035,4,Satisfied with purchase,Positive,2025-01-31
R05079,C02865,P0001,3,Okay for the price,Neutral,2025-05-08
R05080,C03573,P0013,4,Good quality,Positive,2026-02-19
R05081,C04568,P0042,3,Nothing special,Neutral,2024-10-30
R05082,C00931,P0003,5,Highly recommended,Positive,2024-09-14
R05083,C03793,P0027,1,Poor quality,Negative,2026-03-02
R05084,C04581,P0012,4,Nice product,Positive,2025-12-27
R05085,C00448,P0018,5,Worth every penny,Positive,2024-12-26
R05086,C01299,P0025,4,Good quality,Positive,2024-07-28
R05087,C04078,P0017,4,Nice product,Positive,2025-07-16
R05088,C04444,P0033,4,Satisfied with purchase,Positive,2024-09-10
R05089,C00892,P0027,5,Excellent quality,Positive,2026-04-05
R05090,C02672,P0008,1,Very disappointed,Negative,2026-02-14
R05091,C01443,P0031,5,Worth every penny,Positive,2025-08-28
R05092,C02027,P0038,2,Not fully satisfied,Negative,2026-04-25
R05093,C03202,P0022,1,Not worth the money,Negative,2025-01-23
R05094,C01853,P0013,2,Not fully satisfied,Negative,2026-03-24
R05095,C02654,P0035,4,Satisfied with purchase,Positive,2025-01-22
R05096,C00235,P0030,5,Very satisfied,Positive,2026-06-04
R05097,C00954,P0006,4,Nice product,Positive,2025-08-25
R05098,C03593,P0003,3,Could be better,Neutral,2024-10-10
R05099,C02282,P0026,4,Nice product,Positive,2025-09-21
R05100,C00489,P0011,3,Average product,Neutral,2025-10-22
R05101,C03449,P0012,5,Worth every penny,Positive,2024-07-10
R05102,C03056,P0015,5,Excellent quality,Positive,2025-06-12
R05103,C01546,P0012,5,Highly recommended,Positive,2024-11-09
R05104,C03527,P0002,4,Good quality,Positive,2025-10-22
R05105,C04822,P0037,5,Excellent quality,Positive,2025-12-09
R05106,C02207,P0023,3,Average product,Neutral,2025-03-25
R05107,C01263,P0003,4,Works as expected,Positive,2025-12-17
R05108,C03368,P0026,5,Amazing product,Positive,2024-12-08
R05109,C02068,P0039,5,Worth every penny,Positive,2024-10-23
R05110,C04977,P0038,5,Very satisfied,Positive,2024-11-02
R05111,C03168,P0005,3,Could be better,Neutral,2025-01-26
R05112,C03258,P0005,5,Very satisfied,Positive,2024-08-17
R05113,C02863,P0006,4,Good quality,Positive,2025-02-07
R05114,C02908,P0008,4,Nice product,Positive,2024-09-12
R05115,C03041,P0012,2,Not fully satisfied,Negative,2025-10-02
R05116,C00408,P0030,5,Very satisfied,Positive,2025-05-08
R05117,C01684,P0040,5,Very satisfied,Positive,2026-01-12
R05118,C03030,P0027,5,Very satisfied,Positive,2024-12-30
R05119,C02796,P0024,2,Not fully satisfied,Negative,2024-10-18
R05120,C00103,P0007,1,Not worth the money,Negative,2025-11-30
R05121,C01789,P0021,5,Very satisfied,Positive,2026-05-30
R05122,C02504,P0001,4,Nice product,Positive,2025-08-04
R05123,C04032,P0013,3,Okay for the price,Neutral,2025-12-18
R05124,C03494,P0024,5,Excellent quality,Positive,2025-04-26
R05125,C03687,P0035,2,Expected better quality,Negative,2025-02-14
R05126,C01285,P0010,5,Amazing product,Positive,2025-01-05
R05127,C04727,P0038,3,Could be better,Neutral,2025-12-07
R05128,C04544,P0023,5,Worth every penny,Positive,2025-05-30
R05129,C04899,P0011,5,Worth every penny,Positive,2024-08-22
R05130,C01109,P0015,2,Delivery was late,Negative,2025-03-13
R05131,C01819,P0008,3,Nothing special,Neutral,2025-01-24
R05132,C04066,P0029,1,Very disappointed,Negative,2025-07-27
R05133,C00159,P0018,3,Nothing special,Neutral,2024-10-31
