event_id,customer_id,event_type,event_date,device_type,traffic_source
E24234,C03426,Product View,2025-12-25,Mobile,Facebook
E24235,C00256,Add To Cart,2026-02-19,Tablet,Instagram
E24236,C02000,Product View,2025-05-05,Desktop,Google
E24237,C02489,Visit,2025-03-23,Tablet,Google
E24238,C00608,Add To Cart,2025-10-14,Tablet,Instagram
E24239,C03179,Add To Cart,2025-08-21,Desktop,Direct
E24240,C01204,Visit,2025-01-11,Tablet,Facebook
E24241,C01599,Visit,2025-12-09,Tablet,Google
E24242,C00790,Product View,2026-04-26,Mobile,Google
E24243,C02252,Purchase,2026-04-30,Desktop,Direct
E24244,C04763,Product View,2025-12-06,Desktop,Direct
E24245,C00895,Visit,2024-11-02,Mobile,Instagram
E24246,C04553,Product View,2025-04-09,Tablet,Instagram
E24247,C01927,Visit,2024-10-10,Mobile,Direct
E24248,C02764,Checkout,2026-04-29,Desktop,Facebook
E24249,C03568,Product View,2025-09-15,Desktop,Instagram
E24250,C04670,Checkout,2025-03-08,Tablet,Direct
E24251,C02768,Visit,2025-10-29,Mobile,Google
E24252,C02372,Checkout,2025-10-21,Mobile,Direct
E24253,C02412,Add To Cart,2025-01-02,Desktop,Direct
E24254,C04623,Purchase,2025-11-30,Mobile,Instagram
E24255,C00255,Checkout,2025-10-18,Desktop,Google
E24256,C03948,Add To Cart,2025-11-09,Mobile,Direct
E24257,C01578,Purchase,2026-04-14,Desktop,Direct
E24258,C04924,Product View,2025-01-01,Desktop,Google
E24259,C01099,Add To Cart,2025-07-31,Mobile,Google
E24260,C01295,Purchase,2024-06-10,Mobile,Direct
E24261,C01943,Purchase,2025-12-01,Desktop,Facebook
E24262,C03675,Add To Cart,2024-06-14,Desktop,Direct
E24263,C02632,Purchase,2026-04-21,Desktop,Google
E24264,C00223,Checkout,2025-12-25,Tablet,Google
E24265,C03600,Product View,2024-12-10,Mobile,Direct
E24266,C01226,Visit,2024-10-14,Desktop,Instagram
E24267,C02728,Visit,2025-02-18,Tablet,Google
E24268,C03709,Visit,2025-03-03,Tablet,Google
E24269,C01989,Visit,2026-04-11,Tablet,Google
E24270,C03124,Checkout,2024-11-14,Desktop,Facebook
E24271,C00075,Visit,2024-07-04,Mobile,Instagram
E24272,C00299,Product View,2025-10-25,Tablet,Facebook
E24273,C02792,Visit,2025-06-29,Mobile,Instagram
E24274,C03977,Product View,2026-01-08,Desktop,Google
E24275,C03428,Visit,2025-11-28,Mobile,Instagram
E24276,C00657,Product View,2026-02-10,Mobile,Facebook
E24277,C01333,Add To Cart,2025-03-04,Tablet,Direct
E24278,C00260,Add To Cart,2025-04-22,Desktop,Instagram
E24279,C03198,Visit,2026-06-07,Mobile,Google
E24280,C04699,Product View,2025-07-02,Mobile,Facebook
E24281,C00176,Product View,2026-04-10,Desktop,Google
E24282,C03676,Add To Cart,2026-05-24,Mobile,Google
E24283,C00576,Product View,2025-05-07,Mobile,Facebook
E24284,C04477,Visit,2025-01-25,Desktop,Direct
E24285,C03164,Checkout,2024-12-08,Tablet,Instagram
E24286,C03663,Product View,2026-05-01,Desktop,Direct
E24287,C01234,Add To Cart,2026-01-27,Mobile,Direct
E24288,C04766,Product View,2025-04-22,Tablet,Google
E24289,C04390,Add To Cart,2025-02-26,Desktop,Instagram
E24290,C03101,Product View,2024-06-22,Mobile,Direct
E24291,C01483,Visit,2024-07-03,Desktop,Facebook
E24292,C02033,Add To Cart,2026-03-31,Tablet,Instagram
E24293,C00584,Checkout,2024-08-15,Tablet,Instagram
E24294,C03318,Product View,2025-03-02,Tablet,Google
E24295,C02529,Product View,2024-10-28,Tablet,Google
E24296,C04973,Checkout,2024-09-27,Mobile,Facebook
E24297,C04483,Visit,2025-12-05,Tablet,Instagram
E24298,C02352,Purchase,2025-07-26,Desktop,Google
E24299,C04210,Visit,2025-01-18,Mobile,Facebook
E24300,C03662,Visit,2025-12-26,Desktop,Direct
E24301,C00115,Product View,2025-02-26,Tablet,Facebook
E24302,C00464,Product View,2026-03-16,Mobile,Direct
E24303,C01702,Visit,2025-02-04,Mobile,Facebook
E24304,C00070,Product View,2026-05-12,Mobile,Google
E24305,C04544,Visit,2025-10-23,Desktop,Instagram
E24306,C02228,Add To Cart,2025-09-27,Tablet,Facebook
E24307,C00850,Purchase,2025-09-14,Desktop,Instagram
E24308,C02089,Visit,2024-09-04,Desktop,Instagram
E24309,C01192,Product View,2026-02-14,Tablet,Instagram
E24310,C04144,Visit,2024-08-08,Desktop,Google
E24311,C01135,Visit,2026-01-03,Tablet,Google
E24312,C01137,Product View,2026-01-29,Mobile,Google
E24313,C03257,Product View,2026-03-23,Desktop,Facebook
E24314,C01387,Purchase,2025-12-05,Mobile,Facebook
E24315,C03302,Visit,2025-10-04,Tablet,Google
E24316,C01952,Visit,2024-11-03,Tablet,Google
E24317,C02321,Add To Cart,2026-02-11,Tablet,Instagram
E24318,C02977,Product View,2025-10-18,Mobile,Facebook
E24319,C01168,Purchase,2025-10-25,Tablet,Instagram
E24320,C01764,Visit,2025-08-05,Mobile,Facebook
E24321,C03794,Add To Cart,2025-07-27,Mobile,Facebook
E24322,C04006,Add To Cart,2025-04-26,Mobile,Google
E24323,C02289,Add To Cart,2025-03-26,Desktop,Facebook
E24324,C00014,Product View,2025-04-09,Tablet,Facebook
E24325,C02846,Visit,2026-04-08,Tablet,Direct
E24326,C01619,Product View,2025-07-29,Desktop,Direct
E24327,C04015,Purchase,2026-02-23,Desktop,Facebook
E24328,C00046,Checkout,2024-10-26,Mobile,Direct
E24329,C00640,Purchase,2024-06-30,Mobile,Facebook
E24330,C03668,Visit,2024-11-16,Tablet,Instagram
E24331,C00997,Purchase,2025-08-02,Mobile,Direct
E24332,C04101,Add To Cart,2024-11-19,Tablet,Direct
E24333,C02760,Checkout,2026-04-23,Mobile,Direct
E24334,C01651,Add To Cart,2024-12-13,Mobile,Facebook
E24335,C01345,Visit,2026-02-27,Mobile,Google
E24336,C02525,Visit,2024-10-29,Tablet,Instagram
E24337,C01826,Checkout,2025-05-29,Mobile,Instagram
E24338,C04159,Product View,2024-10-29,Desktop,Google
E24339,C00135,Visit,2026-06-01,Desktop,Facebook
E24340,C03629,Add To Cart,2025-05-21,Desktop,Instagram
E24341,C04530,Checkout,2025-08-21,Desktop,Google
E24342,C03149,Visit,2025-07-17,Desktop,Google
E24343,C03007,Purchase,2026-03-15,Tablet,Google
E24344,C01337,Checkout,2025-06-03,Tablet,Instagram
E24345,C04149,Product View,2026-02-26,Tablet,Direct
E24346,C03676,Visit,2025-12-28,Mobile,Direct
E24347,C02767,Checkout,2024-10-17,Desktop,Instagram
E24348,C03318,Add To Cart,2024-09-02,Tablet,Instagram
E24349,C03299,Add To Cart,2025-11-29,Tablet,Direct
E24350,C02315,Visit,2025-08-28,Desktop,Facebook
E24351,C02200,Purchase,2025-07-17,Mobile,Instagram
E24352,C00639,Add To Cart,2026-02-07,Desktop,Direct
E24353,C04621,Add To Cart,2026-04-19,Desktop,Direct
E24354,C04857,Add To Cart,2024-10-09,Mobile,Google
E24355,C01289,Visit,2026-05-05,Mobile,Instagram
E24356,C03994,Visit,2025-08-04,Mobile,Google
E24357,C00748,Add To Cart,2025-06-28,Desktop,Facebook
E24358,C01334,Visit,2025-03-17,Desktop,Direct
E24359,C00666,Add To Cart,2024-11-28,Tablet,Direct
E24360,C00519,Visit,2025-12-06,Mobile,Facebook
E24361,C02435,Product View,2025-03-25,Mobile,Direct
E24362,C02346,Product View,2025-06-30,Mobile,Direct
E24363,C03177,Purchase,2026-04-04,Desktop,Google
E24364,C00297,Add To Cart,2025-02-03,Tablet,Google
E24365,C00704,Product View,2025-06-26,Tablet,Facebook
E24366,C02319,Purchase,2024-06-19,Mobile,Google
E24367,C03051,Add To Cart,2025-10-17,Tablet,Instagram
E24368,C01682,Product View,2025-04-04,Desktop,Facebook
E24369,C01315,Product View,2024-08-22,Mobile,Facebook
E24370,C00779,Product View,2025-06-18,Desktop,Direct
E24371,C02958,Visit,2025-10-31,Desktop,Google
E24372,C04744,Checkout,2026-02-25,Mobile,Instagram
E24373,C02740,Product View,2026-06-01,Desktop,Direct
E24374,C00286,Purchase,2025-03-28,Mobile,Instagram
E24375,C02768,Product View,2026-01-09,Mobile,Instagram
E24376,C01389,Product View,2025-11-03,Desktop,Facebook
E24377,C03522,Visit,2026-06-05,Desktop,Instagram
E24378,C00796,Purchase,2024-09-03,Tablet,Instagram
E24379,C04844,Visit,2024-06-12,Tablet,Instagram
E24380,C02387,Visit,2024-12-01,Mobile,Direct
E24381,C01551,Visit,2025-12-25,Tablet,Facebook
E24382,C00077,Visit,2024-06-22,Mobile,Google
E24383,C00518,Add To Cart,2025-11-16,Mobile,Direct
E24384,C04395,Visit,2025-11-22,Mobile,Direct
E24385,C03349,Add To Cart,2024-12-10,Tablet,Facebook
E24386,C04694,Visit,2024-08-04,Mobile,Instagram
E24387,C01728,Product View,2025-09-05,Tablet,Facebook
E24388,C02380,Visit,2024-06-23,Mobile,Google
E24389,C01559,Product View,2025-09-03,Desktop,Facebook
E24390,C03791,Purchase,2026-02-19,Mobile,Google
E24391,C03599,Purchase,2025-05-23,Tablet,Facebook
E24392,C01677,Visit,2026-02-01,Tablet,Instagram
E24393,C01890,Add To Cart,2025-01-08,Desktop,Instagram
E24394,C03826,Visit,2026-05-24,Mobile,Facebook
E24395,C02276,Visit,2025-07-28,Desktop,Google
E24396,C00941,Add To Cart,2025-03-25,Desktop,Direct
E24397,C03321,Visit,2025-02-09,Mobile,Direct
E24398,C02355,Add To Cart,2025-04-12,Desktop,Facebook
E24399,C01664,Visit,2025-07-25,Mobile,Facebook
E24400,C03735,Visit,2024-09-17,Tablet,Google
E24401,C01128,Visit,2024-09-01,Desktop,Instagram
E24402,C00539,Product View,2026-04-23,Tablet,Direct
E24403,C04529,Checkout,2024-10-10,Tablet,Google
E24404,C02603,Visit,2026-04-21,Tablet,Google
E24405,C00037,Add To Cart,2025-10-13,Tablet,Facebook
E24406,C03480,Visit,2024-07-19,Desktop,Facebook
E24407,C00155,Product View,2025-01-23,Desktop,Direct
E24408,C03407,Visit,2026-04-15,Desktop,Instagram
E24409,C04946,Visit,2026-04-17,Desktop,Direct
E24410,C01956,Product View,2025-09-23,Tablet,Facebook
E24411,C01101,Product View,2024-12-24,Mobile,Google
E24412,C03285,Purchase,2024-11-03,Desktop,Google
E24413,C02184,Visit,2026-03-14,Desktop,Direct
E24414,C04492,Visit,2025-03-24,Mobile,Direct
E24415,C04225,Product View,2024-10-12,Desktop,Facebook
E24416,C00106,Visit,2025-12-10,Desktop,Facebook
E24417,C01822,Add To Cart,2025-08-12,Tablet,Direct
E24418,C04856,Add To Cart,2024-06-11,Desktop,Google
E24419,C00381,Product View,2026-02-28,Mobile,Instagram
E24420,C04705,Visit,2025-06-03,Mobile,Facebook
E24421,C03321,Product View,2025-01-16,Mobile,Direct
E24422,C03456,Visit,2026-06-10,Mobile,Direct
E24423,C03352,Visit,2024-09-11,Desktop,Direct
E24424,C03761,Visit,2024-06-27,Tablet,Facebook
E24425,C04985,Visit,2025-02-16,Desktop,Facebook
E24426,C01609,Add To Cart,2026-02-25,Tablet,Instagram
E24427,C02148,Checkout,2024-10-17,Mobile,Instagram
E24428,C01563,Visit,2024-09-12,Mobile,Google
E24429,C01998,Product View,2024-09-10,Desktop,Google
E24430,C00436,Visit,2025-12-12,Mobile,Facebook
E24431,C02483,Purchase,2026-03-11,Mobile,Google
E24432,C04853,Add To Cart,2025-02-06,Desktop,Facebook
E24433,C00865,Visit,2024-10-26,Desktop,Google
E24434,C04515,Add To Cart,2025-01-19,Tablet,Instagram
E24435,C03442,Purchase,2024-08-15,Tablet,Instagram
E24436,C01396,Visit,2025-10-31,Mobile,Instagram
E24437,C04585,Add To Cart,2024-12-11,Desktop,Instagram
E24438,C03318,Product View,2025-10-06,Mobile,Direct
E24439,C04149,Add To Cart,2026-06-08,Tablet,Google
E24440,C02418,Add To Cart,2026-03-07,Desktop,Google
E24441,C01023,Product View,2026-01-03,Mobile,Instagram
E24442,C02351,Checkout,2026-02-28,Mobile,Instagram
E24443,C01856,Product View,2024-10-02,Mobile,Direct
E24444,C02565,Visit,2024-09-08,Desktop,Facebook
E24445,C02979,Visit,2024-07-16,Tablet,Google
E24446,C03204,Visit,2025-09-11,Mobile,Google
E24447,C02645,Visit,2026-02-16,Desktop,Google
E24448,C01376,Add To Cart,2024-10-05,Desktop,Direct
E24449,C03425,Product View,2025-04-21,Tablet,Instagram
E24450,C02595,Product View,2024-07-02,Mobile,Google
E24451,C01324,Visit,2024-08-07,Mobile,Facebook
E24452,C04339,Visit,2026-01-23,Tablet,Facebook
E24453,C04233,Product View,2025-05-11,Desktop,Instagram
E24454,C00737,Purchase,2026-03-20,Mobile,Instagram
E24455,C01022,Visit,2024-07-29,Desktop,Google
E24456,C01291,Add To Cart,2025-06-03,Mobile,Direct
E24457,C00626,Visit,2025-12-22,Desktop,Instagram
E24458,C02452,Product View,2025-06-26,Desktop,Facebook
E24459,C00466,Purchase,2024-07-26,Mobile,Instagram
E24460,C00317,Purchase,2024-06-15,Tablet,Instagram
E24461,C02130,Purchase,2024-11-02,Desktop,Facebook
E24462,C04772,Visit,2025-10-05,Tablet,Google
E24463,C01125,Add To Cart,2024-11-08,Desktop,Instagram
E24464,C02938,Add To Cart,2024-07-04,Desktop,Google
E24465,C04561,Checkout,2026-05-08,Mobile,Direct
E24466,C00706,Visit,2025-01-11,Tablet,Google
E24467,C04720,Product View,2024-09-01,Tablet,Facebook
E24468,C03841,Add To Cart,2025-06-13,Mobile,Facebook
E24469,C00218,Purchase,2025-03-24,Mobile,Instagram
E24470,C04144,Add To Cart,2026-02-07,Desktop,Facebook
E24471,C04649,Visit,2025-11-28,Mobile,Direct
E24472,C04904,Visit,2025-10-30,Tablet,Direct
E24473,C00033,Purchase,2026-02-06,Tablet,Instagram
E24474,C00161,Product View,2025-05-23,Tablet,Google
E24475,C00254,Product View,2024-10-12,Tablet,Google
E24476,C04839,Product View,2024-11-02,Mobile,Google
E24477,C03989,Purchase,2024-08-25,Desktop,Instagram
E24478,C03173,Purchase,2024-09-06,Desktop,Instagram
E24479,C03949,Add To Cart,2025-02-26,Mobile,Instagram
E24480,C03934,Visit,2025-11-08,Desktop,Google
E24481,C00137,Add To Cart,2025-04-01,Tablet,Instagram
E24482,C02775,Visit,2024-08-19,Tablet,Facebook
E24483,C00427,Product View,2025-10-26,Desktop,Instagram
E24484,C04359,Product View,2025-02-17,Tablet,Direct
E24485,C04846,Product View,2024-09-01,Tablet,Facebook
E24486,C00334,Visit,2024-07-10,Mobile,Direct
E24487,C02733,Product View,2026-02-26,Mobile,Facebook
E24488,C02528,Checkout,2025-02-20,Mobile,Direct
E24489,C02486,Visit,2025-12-03,Desktop,Direct
E24490,C04731,Purchase,2025-04-15,Tablet,Google
E24491,C03276,Checkout,2025-09-23,Mobile,Direct
E24492,C03695,Product View,2026-02-01,Desktop,Google
E24493,C02413,Checkout,2025-08-16,Desktop,Direct
E24494,C00053,Checkout,2026-05-31,Mobile,Facebook
E24495,C02686,Checkout,2026-03-26,Tablet,Google
E24496,C02347,Checkout,2024-12-30,Desktop,Instagram
E24497,C03716,Visit,2025-05-27,Mobile,Facebook
E24498,C01515,Add To Cart,2026-04-14,Mobile,Direct
E24499,C03182,Product View,2025-03-07,Mobile,Google
E24500,C04310,Visit,2026-01-10,Tablet,Direct
E24501,C02094,Visit,2025-01-18,Mobile,Facebook
E24502,C00594,Visit,2024-07-24,Mobile,Instagram
E24503,C02114,Visit,2025-12-23,Desktop,Direct
E24504,C00075,Product View,2024-12-25,Mobile,Instagram
E24505,C04164,Visit,2025-02-20,Tablet,Facebook
E24506,C03935,Purchase,2025-12-02,Tablet,Instagram
E24507,C00009,Visit,2025-03-07,Mobile,Google
E24508,C02449,Purchase,2024-07-07,Desktop,Google
E24509,C01651,Product View,2024-09-15,Desktop,Direct
E24510,C04696,Checkout,2025-02-20,Tablet,Google
E24511,C02205,Visit,2025-06-27,Desktop,Google
E24512,C01229,Product View,2025-12-04,Desktop,Direct
E24513,C00927,Visit,2026-03-09,Desktop,Facebook
E24514,C04861,Product View,2025-07-22,Tablet,Google
E24515,C02904,Visit,2025-09-21,Tablet,Instagram
E24516,C02539,Visit,2026-05-30,Mobile,Instagram
E24517,C02142,Visit,2025-02-02,Mobile,Direct
E24518,C03124,Visit,2025-11-21,Desktop,Facebook
E24519,C01482,Add To Cart,2026-01-19,Desktop,Facebook
E24520,C01770,Visit,2026-01-04,Mobile,Facebook
E24521,C03458,Product View,2026-01-18,Mobile,Facebook
E24522,C01118,Add To Cart,2025-05-03,Tablet,Direct
E24523,C00659,Add To Cart,2025-06-19,Tablet,Facebook
E24524,C01118,Visit,2026-03-05,Mobile,Facebook
E24525,C00355,Add To Cart,2025-10-23,Desktop,Facebook
E24526,C04253,Product View,2025-03-20,Mobile,Direct
E24527,C00644,Purchase,2026-01-18,Desktop,Google
E24528,C02259,Purchase,2024-11-07,Desktop,Direct
E24529,C04826,Visit,2026-06-08,Mobile,Direct
E24530,C04377,Product View,2026-06-05,Tablet,Facebook
E24531,C00506,Visit,2025-05-01,Mobile,Google
E24532,C03954,Product View,2024-09-10,Desktop,Google
E24533,C03746,Purchase,2025-03-07,Desktop,Direct
E24534,C00279,Product View,2025-10-17,Mobile,Facebook
E24535,C04236,Add To Cart,2025-11-18,Mobile,Facebook
E24536,C03429,Product View,2024-08-27,Desktop,Instagram
E24537,C00074,Add To Cart,2025-03-24,Desktop,Google
E24538,C00339,Visit,2025-10-12,Mobile,Facebook
E24539,C04677,Add To Cart,2024-09-30,Tablet,Facebook
E24540,C01142,Product View,2025-10-10,Desktop,Google
E24541,C03877,Product View,2025-01-11,Desktop,Google
E24542,C02519,Purchase,2024-10-20,Tablet,Google
E24543,C01204,Add To Cart,2024-09-09,Mobile,Instagram
E24544,C02933,Add To Cart,2025-04-08,Desktop,Google
E24545,C02383,Visit,2024-11-15,Mobile,Instagram
E24546,C03679,Purchase,2025-02-28,Mobile,Facebook
E24547,C03663,Visit,2024-07-07,Mobile,Facebook
E24548,C04877,Product View,2026-05-19,Tablet,Direct
E24549,C00492,Visit,2024-07-31,Desktop,Facebook
E24550,C01963,Checkout,2024-08-06,Mobile,Instagram
E24551,C04815,Product View,2025-08-08,Mobile,Instagram
E24552,C02440,Product View,2025-03-10,Tablet,Instagram
E24553,C04949,Visit,2024-06-22,Tablet,Instagram
E24554,C02776,Product View,2025-02-12,Desktop,Instagram
E24555,C02090,Product View,2024-09-24,Tablet,Facebook
E24556,C02098,Purchase,2024-08-18,Tablet,Direct
E24557,C00621,Purchase,2025-09-12,Desktop,Direct
E24558,C02804,Visit,2026-01-03,Tablet,Direct
E24559,C04098,Visit,2025-03-26,Mobile,Instagram
E24560,C01700,Visit,2026-06-10,Mobile,Google
E24561,C03579,Purchase,2025-11-02,Desktop,Google
E24562,C03758,Visit,2025-05-20,Tablet,Direct
E24563,C01869,Product View,2026-05-05,Desktop,Facebook
E24564,C02449,Visit,2024-06-12,Desktop,Direct
E24565,C01860,Visit,2025-05-29,Mobile,Direct
E24566,C03114,Visit,2026-04-27,Mobile,Facebook
E24567,C01485,Purchase,2025-08-29,Desktop,Direct
E24568,C00692,Visit,2025-05-31,Tablet,Facebook
E24569,C02130,Checkout,2024-10-19,Desktop,Direct
E24570,C00005,Add To Cart,2025-12-15,Tablet,Direct
E24571,C01745,Add To Cart,2025-06-17,Desktop,Direct
E24572,C01331,Product View,2026-02-04,Tablet,Google
E24573,C00150,Product View,2026-05-14,Tablet,Facebook
E24574,C03202,Add To Cart,2025-05-04,Tablet,Facebook
E24575,C03780,Purchase,2025-09-25,Mobile,Facebook
E24576,C02232,Checkout,2024-11-25,Mobile,Instagram
E24577,C04425,Visit,2025-08-30,Desktop,Direct
E24578,C03094,Purchase,2024-09-05,Mobile,Google
E24579,C03973,Visit,2025-09-21,Mobile,Google
E24580,C04748,Visit,2025-05-16,Tablet,Instagram
E24581,C04854,Visit,2026-02-10,Mobile,Facebook
E24582,C04599,Checkout,2025-03-25,Mobile,Instagram
E24583,C02409,Visit,2024-08-26,Tablet,Direct
E24584,C04986,Visit,2025-09-27,Tablet,Instagram
E24585,C02689,Visit,2025-11-24,Mobile,Facebook
E24586,C03553,Add To Cart,2026-01-07,Desktop,Instagram
E24587,C01732,Purchase,2025-01-09,Tablet,Instagram
E24588,C04257,Product View,2025-11-23,Tablet,Google
E24589,C00883,Purchase,2025-03-18,Tablet,Instagram
E24590,C01480,Add To Cart,2025-06-03,Desktop,Instagram
E24591,C02980,Checkout,2024-10-21,Mobile,Google
E24592,C03478,Purchase,2025-09-22,Desktop,Direct
E24593,C00821,Visit,2024-09-10,Desktop,Google
E24594,C00947,Add To Cart,2025-11-02,Mobile,Direct
E24595,C03917,Visit,2024-09-01,Tablet,Instagram
E24596,C02159,Visit,2025-05-04,Desktop,Instagram
E24597,C01548,Add To Cart,2026-02-27,Desktop,Direct
E24598,C01610,Add To Cart,2025-01-11,Desktop,Google
E24599,C04745,Add To Cart,2025-11-20,Desktop,Google
E24600,C00951,Product View,2024-07-08,Mobile,Facebook
E24601,C04497,Purchase,2024-11-03,Mobile,Direct
E24602,C03576,Visit,2026-04-05,Tablet,Facebook
E24603,C01272,Add To Cart,2026-05-02,Desktop,Facebook
E24604,C04706,Visit,2026-04-09,Mobile,Instagram
E24605,C04291,Add To Cart,2026-04-21,Tablet,Direct
E24606,C02106,Visit,2025-12-15,Tablet,Google
E24607,C00335,Product View,2026-05-08,Tablet,Facebook
E24608,C03370,Product View,2024-07-03,Tablet,Instagram
E24609,C01917,Product View,2026-05-18,Tablet,Direct
E24610,C03950,Product View,2024-12-17,Mobile,Google
E24611,C03688,Checkout,2025-07-22,Tablet,Direct
E24612,C02831,Product View,2026-03-03,Desktop,Direct
E24613,C02464,Visit,2025-03-26,Mobile,Google
E24614,C00315,Visit,2025-10-03,Mobile,Direct
E24615,C02708,Visit,2025-01-30,Desktop,Google
E24616,C02455,Visit,2026-02-09,Mobile,Facebook
E24617,C04891,Visit,2025-01-06,Tablet,Instagram
E24618,C00690,Product View,2026-04-04,Tablet,Instagram
E24619,C04980,Visit,2026-03-26,Mobile,Instagram
E24620,C01713,Visit,2026-01-04,Tablet,Google
E24621,C03821,Product View,2024-12-17,Desktop,Direct
E24622,C03543,Purchase,2024-12-28,Tablet,Instagram
E24623,C04709,Purchase,2025-08-15,Desktop,Direct
E24624,C02353,Checkout,2024-10-28,Desktop,Facebook
E24625,C01933,Add To Cart,2025-07-12,Desktop,Google
E24626,C01602,Visit,2026-05-19,Mobile,Facebook
E24627,C03812,Visit,2025-08-11,Mobile,Instagram
E24628,C00977,Visit,2025-11-05,Desktop,Google
E24629,C04440,Visit,2025-07-06,Desktop,Facebook
E24630,C02966,Product View,2025-05-21,Desktop,Facebook
E24631,C03471,Visit,2025-11-01,Desktop,Direct
E24632,C03865,Add To Cart,2024-07-23,Desktop,Facebook
E24633,C03551,Visit,2025-02-14,Desktop,Direct
E24634,C00614,Product View,2025-07-10,Mobile,Google
E24635,C00824,Add To Cart,2024-12-25,Desktop,Facebook
E24636,C01073,Product View,2024-07-02,Tablet,Facebook
E24637,C03554,Visit,2026-03-08,Mobile,Facebook
E24638,C01351,Add To Cart,2026-04-12,Desktop,Direct
E24639,C01980,Visit,2025-02-08,Tablet,Instagram
E24640,C00883,Add To Cart,2025-08-18,Desktop,Google
E24641,C04466,Add To Cart,2026-02-17,Tablet,Facebook
E24642,C01866,Product View,2026-02-10,Desktop,Google
E24643,C01798,Visit,2024-10-11,Tablet,Google
E24644,C04146,Visit,2024-08-19,Mobile,Facebook
E24645,C00842,Product View,2025-10-17,Tablet,Instagram
E24646,C00903,Visit,2025-03-15,Tablet,Direct
E24647,C00946,Product View,2026-02-08,Tablet,Direct
E24648,C01088,Visit,2025-11-13,Mobile,Instagram
E24649,C02697,Product View,2025-04-02,Tablet,Direct
E24650,C00714,Visit,2025-03-15,Tablet,Facebook
E24651,C03456,Visit,2025-05-09,Tablet,Direct
E24652,C03149,Visit,2025-09-26,Mobile,Instagram
E24653,C02354,Visit,2025-09-15,Desktop,Instagram
E24654,C01020,Visit,2025-09-29,Mobile,Facebook
E24655,C02412,Visit,2024-12-08,Desktop,Instagram
E24656,C01866,Add To Cart,2025-03-11,Mobile,Google
E24657,C03194,Visit,2024-06-24,Tablet,Direct
E24658,C03333,Checkout,2024-08-23,Desktop,Facebook
E24659,C01232,Product View,2025-04-06,Desktop,Instagram
E24660,C04584,Purchase,2025-07-28,Desktop,Facebook
E24661,C03785,Visit,2024-10-19,Mobile,Google
E24662,C04053,Product View,2025-01-03,Tablet,Google
E24663,C04184,Visit,2024-08-07,Desktop,Facebook
E24664,C01544,Purchase,2025-09-22,Desktop,Facebook
E24665,C01723,Add To Cart,2025-11-15,Tablet,Direct
E24666,C02617,Product View,2024-12-02,Desktop,Google
E24667,C04653,Visit,2026-01-23,Desktop,Google
E24668,C00243,Checkout,2025-12-15,Tablet,Facebook
E24669,C01188,Checkout,2024-06-11,Mobile,Direct
E24670,C04021,Product View,2024-10-26,Tablet,Direct
E24671,C03938,Visit,2025-06-29,Desktop,Direct
E24672,C00432,Visit,2024-07-31,Tablet,Facebook
E24673,C00043,Checkout,2025-07-29,Mobile,Direct
E24674,C01296,Visit,2024-11-04,Tablet,Direct
E24675,C04488,Add To Cart,2025-01-31,Desktop,Direct
E24676,C00769,Product View,2026-02-01,Desktop,Facebook
E24677,C03861,Visit,2026-02-03,Mobile,Direct
E24678,C01144,Visit,2025-01-19,Desktop,Direct
E24679,C00561,Visit,2026-01-10,Tablet,Instagram
E24680,C03184,Add To Cart,2026-03-17,Mobile,Direct
E24681,C02334,Purchase,2025-05-08,Tablet,Google
E24682,C00986,Product View,2026-04-13,Tablet,Instagram
E24683,C01861,Add To Cart,2026-04-28,Tablet,Facebook
E24684,C04673,Product View,2024-07-17,Mobile,Direct
E24685,C01161,Product View,2025-06-09,Mobile,Instagram
E24686,C01706,Add To Cart,2026-03-03,Tablet,Facebook
E24687,C02674,Purchase,2024-06-13,Desktop,Google
E24688,C01360,Visit,2025-05-11,Desktop,Direct
E24689,C03531,Visit,2025-09-30,Tablet,Google
E24690,C01157,Visit,2024-10-14,Mobile,Facebook
E24691,C00980,Visit,2025-03-12,Mobile,Facebook
E24692,C04459,Visit,2025-07-24,Mobile,Instagram
E24693,C02141,Add To Cart,2026-01-09,Desktop,Instagram
E24694,C01651,Purchase,2025-12-21,Tablet,Instagram
E24695,C04871,Visit,2025-06-15,Desktop,Google
E24696,C04288,Checkout,2025-05-22,Mobile,Instagram
E24697,C02216,Visit,2025-02-12,Desktop,Instagram
E24698,C04482,Visit,2026-03-10,Mobile,Direct
E24699,C02481,Checkout,2025-08-19,Mobile,Direct
E24700,C00725,Visit,2024-10-25,Desktop,Facebook
E24701,C02949,Visit,2025-03-16,Tablet,Google
E24702,C01576,Purchase,2024-08-14,Desktop,Instagram
E24703,C04617,Product View,2025-07-29,Mobile,Google
E24704,C01598,Add To Cart,2025-07-28,Desktop,Facebook
E24705,C05000,Product View,2025-12-23,Tablet,Facebook
E24706,C02638,Visit,2025-05-23,Desktop,Facebook
E24707,C03291,Product View,2024-10-20,Desktop,Instagram
E24708,C00696,Product View,2026-02-06,Tablet,Instagram
E24709,C03557,Visit,2025-07-26,Desktop,Facebook
E24710,C00435,Visit,2025-11-20,Mobile,Google
E24711,C03846,Visit,2025-02-15,Mobile,Google
E24712,C02795,Visit,2026-02-07,Desktop,Google
E24713,C01617,Product View,2025-12-07,Desktop,Direct
E24714,C02122,Product View,2024-12-30,Mobile,Facebook
